0;7;0
1;1;0
2;6;0
3;10;1
4;1;1
5;5;1
6;7;2
7;2;2
8;5;2
9;7;3
10;1;3
11;5;3
12;7;4
13;2;4
14;6;4
15;7;5
16;2;5
17;6;5
18;7;6
19;3;6
20;6;6
21;7;7
22;2;7
23;5;7
24;7;8
25;1;8
26;5;8
27;8;9
28;1;9
29;5;9
30;8;10
31;2;10
32;4;10
33;8;11
34;2;11
35;6;11
36;8;12
37;2;12
38;4;12
39;8;13
40;3;13
41;5;13
42;8;14
43;3;14
44;4;14
45;9;15
46;2;15
47;4;15
48;9;16
49;3;16
50;4;16
51;9;17
52;1;17
53;4;17
54;9;18
55;3;18
56;4;18
57;10;19
58;1;19
59;5;19
60;10;20
61;2;20
62;6;20
63;10;21
64;1;21
65;6;21
66;10;22
67;2;22
68;4;22
69;10;23
70;2;23
71;5;23
72;10;24
73;1;24
74;5;24
75;7;25
76;3;25
77;4;25
78;8;26
79;3;26
80;4;26
81;9;27
82;2;27
83;4;27
84;7;28
85;1;28
86;6;28
87;10;29
88;2;29
89;4;29
90;7;30
91;1;30
92;6;30
93;7;31
94;2;31
95;4;31
96;7;32
97;1;32
98;5;32
99;7;33
100;1;33
101;6;33
102;7;34
103;3;34
104;6;34
105;7;35
106;3;35
107;4;35
108;7;36
109;3;36
110;6;36
111;8;37
112;2;37
113;4;37
114;8;38
115;3;38
116;4;38
117;8;39
118;1;39
119;6;39
120;8;40
121;2;40
122;5;40
123;8;41
124;3;41
125;5;41
126;8;42
127;1;42
128;6;42
129;9;43
130;2;43
131;4;43
132;9;44
133;1;44
134;6;44
135;9;45
136;1;45
137;6;45
138;9;46
139;1;46
140;4;46
141;10;47
142;1;47
143;6;47
144;10;48
145;1;48
146;5;48
147;10;49
148;2;49
149;5;49
150;18;50
151;15;50
152;16;51
153;15;51
154;19;52
155;14;52
156;19;53
157;14;53
158;17;54
159;13;54
160;18;55
161;14;55
162;17;56
163;14;56
164;18;57
165;11;57
166;16;58
167;15;58
168;17;59
169;13;59
170;17;60
171;13;60
172;17;61
173;15;61
174;17;62
175;13;62
176;18;63
177;15;63
178;19;64
179;13;64
180;18;65
181;15;65
182;16;66
183;12;66
184;18;67
185;15;67
186;16;68
187;13;68
188;19;69
189;11;69
190;19;70
191;14;70
192;17;71
193;13;71
194;18;72
195;15;72
196;17;73
197;11;73
198;18;74
199;11;74
200;16;75
201;12;75
202;17;76
203;15;76
204;17;77
205;14;77
206;17;78
207;12;78
208;17;79
209;14;79
210;18;80
211;14;80
212;19;81
213;12;81
214;18;82
215;12;82
216;16;83
217;11;83
218;18;84
219;13;84
220;16;85
221;11;85
222;19;86
223;11;86
224;19;87
225;15;87
226;17;88
227;13;88
228;18;89
229;14;89
230;17;90
231;12;90
232;18;91
233;15;91
234;16;92
235;15;92
236;17;93
237;14;93
238;17;94
239;15;94
240;17;95
241;12;95
242;17;96
243;13;96
244;18;97
245;11;97
246;19;98
247;14;98
248;18;99
249;11;99
250;23;100
251;21;100
252;23;101
253;20;101
254;24;102
255;21;102
256;26;103
257;21;103
258;27;104
259;21;104
260;27;105
261;20;105
262;27;106
263;20;106
264;27;107
265;20;107
266;22;108
267;20;108
268;23;109
269;20;109
270;24;110
271;21;110
272;25;111
273;21;111
274;27;112
275;21;112
276;27;113
277;20;113
278;22;114
279;21;114
280;22;115
281;21;115
282;23;116
283;20;116
284;24;117
285;21;117
286;25;118
287;21;118
288;25;119
289;21;119
290;26;120
291;21;120
292;22;121
293;20;121
294;24;122
295;20;122
296;24;123
297;21;123
298;25;124
299;20;124
300;25;125
301;21;125
302;25;126
303;21;126
304;25;127
305;21;127
306;25;128
307;20;128
308;26;129
309;21;129
310;27;130
311;21;130
312;27;131
313;20;131
314;27;132
315;20;132
316;22;133
317;20;133
318;24;134
319;20;134
320;26;135
321;20;135
322;26;136
323;21;136
324;22;137
325;21;137
326;23;138
327;21;138
328;23;139
329;20;139
330;24;140
331;20;140
332;26;141
333;20;141
334;27;142
335;21;142
336;27;143
337;20;143
338;27;144
339;21;144
340;27;145
341;21;145
342;22;146
343;20;146
344;23;147
345;20;147
346;24;148
347;21;148
348;25;149
349;20;149
350;35;150
351;29;150
352;35;151
353;29;151
354;35;152
355;29;152
356;35;153
357;28;153
358;35;154
359;29;154
360;35;155
361;28;155
362;30;156
363;29;156
364;32;157
365;28;157
366;32;158
367;29;158
368;32;159
369;28;159
370;32;160
371;29;160
372;30;161
373;29;161
374;30;162
375;29;162
376;30;163
377;28;163
378;30;164
379;28;164
380;30;165
381;29;165
382;30;166
383;29;166
384;31;167
385;29;167
386;31;168
387;29;168
388;31;169
389;28;169
390;31;170
391;28;170
392;31;171
393;28;171
394;31;172
395;28;172
396;31;173
397;29;173
398;31;174
399;28;174
400;31;175
401;29;175
402;32;176
403;29;176
404;32;177
405;28;177
406;32;178
407;28;178
408;33;179
409;28;179
410;33;180
411;29;180
412;33;181
413;29;181
414;33;182
415;28;182
416;33;183
417;28;183
418;33;184
419;29;184
420;34;185
421;28;185
422;34;186
423;28;186
424;34;187
425;29;187
426;34;188
427;29;188
428;35;189
429;28;189
430;35;190
431;28;190
432;35;191
433;29;191
434;35;192
435;28;192
436;35;193
437;28;193
438;35;194
439;29;194
